MUNICIPIO_COD;MREH0116;MREH0126;MREH0136;MREH0146;MREH0156;MREH0166;MREH0111;MREH0121;MREH0131;MREH0141;MREH0151;MREH0161;MREH0112;MREH0122;MREH0132;MREH0142;MREH0152;MREH0162;MREH0113;MREH0123;MREH0133;MREH0143;MREH0153;MREH0163;MREH0114;MREH0134;MREH0144;MREH0154;MREH0164;MREH0115;MREH0125;MREH0135;MREH0145;MREH0155;MREH0165;MREH02;MREH0316;MREH0326;MREH0336;MREH0346;MREH0356;MREH0366;MREH0311;MREH0321;MREH0331;MREH0341;MREH0351;MREH0361;MREH0312;MREH0322;MREH0332;MREH0342;MREH0352;MREH0362;MREH0313;MREH0323;MREH0333;MREH0343;MREH0353;MREH0363;MREH0314;MREH0334;MREH0344;MREH0354;MREH0364;MREH0315;MREH0325;MREH0335;MREH0345;MREH0355;MREH0365;MREH04
5002407;1635;0;372;571;650;42;1120;0;260;430;408;22;0;0;0;0;0;0;61;0;0;12;40;9;0;0;0;0;0;454;0;112;129;202;11;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5002605;677;0;172;228;276;1;475;0;134;155;185;1;0;0;0;0;0;0;70;0;14;29;27;0;7;1;6;0;0;125;0;23;38;64;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5002704;24009;39;443;9986;13089;452;13621;22;356;7143;5660;440;0;0;0;0;0;0;816;13;20;436;341;6;107;0;107;0;0;9465;4;67;2300;7088;6;Sim;790;2;14;435;326;13;412;0;11;242;155;4;11;0;0;11;0;0;339;2;3;169;157;8;13;0;13;0;0;15;0;0;0;14;1;Não
5002803;430;0;105;94;197;34;320;0;85;69;134;32;0;0;0;0;0;0;55;0;20;25;8;2;0;0;0;0;0;55;0;0;0;55;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5002902;868;1;209;216;372;70;617;1;186;157;212;61;0;0;0;0;0;0;68;0;13;28;27;0;78;0;0;78;0;105;0;10;31;55;9;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5002951;1507;1;274;605;597;30;901;0;233;285;362;21;0;0;0;0;0;0;76;0;12;41;23;0;0;0;0;0;0;530;1;29;279;212;9;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5003108;411;40;120;114;112;25;284;20;100;60;80;24;0;0;0;0;0;0;19;0;0;13;5;1;17;0;4;13;0;91;20;20;37;14;0;Sim;12;0;0;9;3;0;8;0;0;5;3;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;2;0;0;2;0;0;Não
5003157;778;-1;-1;-1;-1;-1;501;-1;-1;-1;-1;-1;0;0;0;0;0;0;93;-1;-1;-1;-1;-1;0;0;0;0;0;184;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5003207;4278;0;832;1692;1596;158;2707;0;757;649;1191;110;21;0;0;5;15;1;323;0;0;170;140;13;32;0;32;0;0;1195;0;75;836;250;34;Sim;205;0;22;79;96;8;91;0;20;22;45;4;0;0;0;0;0;0;100;0;2;50;44;4;1;0;1;0;0;13;0;0;6;7;0;Não
5003256;991;0;435;240;185;131;417;0;143;139;127;8;0;0;0;0;0;0;277;0;249;28;0;0;108;43;65;0;0;189;0;0;8;58;123;Sim;36;0;8;16;12;0;13;0;0;4;9;0;0;0;0;0;0;0;14;0;8;4;2;0;5;0;5;0;0;4;0;0;3;1;0;Sim
5003306;1217;0;200;611;366;40;844;0;177;367;269;31;8;0;0;4;4;0;95;0;6;57;32;0;57;0;57;0;0;213;0;17;126;61;9;Sim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Não
5003454;365;0;22;246;85;12;300;0;18;214;57;11;0;0;0;0;0;0;36;0;1;18;17;0;0;0;0;0;0;29;0;3;14;11;1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5003488;728;0;169;293;203;63;424;0;100;176;124;24;0;0;0;0;0;0;69;0;12;43;14;0;0;0;0;0;0;235;0;57;74;65;39;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5003504;321;5;54;98;100;64;233;5;44;84;58;42;0;0;0;0;0;0;37;0;10;7;20;0;0;0;0;0;0;51;0;0;7;22;22;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5003702;7337;267;677;2580;1672;2141;4915;241;508;1360;1185;1621;0;0;0;0;0;0;417;26;52;201;129;9;1092;117;975;0;0;913;0;0;44;358;511;Sim;167;3;14;85;51;14;107;0;5;55;35;12;0;0;0;0;0;0;60;3;9;30;16;2;0;0;0;0;0;0;0;0;0;0;0;Não
5003751;394;0;101;119;147;27;222;0;78;63;66;15;0;0;0;0;0;0;54;0;5;21;25;3;0;0;0;0;0;118;0;18;35;56;9;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5003801;837;0;319;229;261;28;610;0;246;147;193;24;0;0;0;0;0;0;59;0;9;23;25;2;0;0;0;0;0;168;0;64;59;43;2;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5003900;205;0;44;76;53;32;132;0;27;52;30;23;0;0;0;0;0;0;34;0;6;15;11;2;4;4;0;0;0;35;0;7;9;12;7;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5004007;362;0;36;154;68;104;268;0;29;106;36;97;0;0;0;0;0;0;50;0;7;25;15;3;20;0;7;13;0;24;0;0;16;4;4;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5004106;336;24;39;146;85;42;232;23;26;107;51;25;0;0;0;0;0;0;62;1;7;31;23;0;0;0;0;0;0;42;0;6;8;11;17;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5004304;668;81;86;205;126;170;462;69;69;150;63;111;0;0;0;0;0;0;44;0;3;17;16;8;0;0;0;0;0;162;12;14;38;47;51;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5004403;465;0;171;77;103;114;276;0;98;53;45;80;0;0;0;0;0;0;40;0;10;15;15;0;21;0;1;20;0;128;0;63;8;23;34;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5004502;1165;0;90;367;414;294;935;0;83;278;280;294;0;0;0;0;0;0;230;0;7;89;134;0;0;0;0;0;0;0;0;0;0;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5004601;875;9;258;299;157;152;604;9;188;191;102;114;0;0;0;0;0;0;54;0;7;22;22;3;52;0;52;0;0;165;0;63;34;33;35;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5004700;1091;1;341;346;403;0;923;1;324;309;289;0;0;0;0;0;0;0;41;0;4;30;7;0;65;0;5;60;0;62;0;13;2;47;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim
5004809;575;0;42;258;268;7;249;0;4;159;82;4;0;0;0;0;0;0;78;0;5;34;39;0;0;0;0;0;0;248;0;33;65;147;3;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5004908;341;0;75;150;107;9;287;0;75;126;77;9;0;0;0;0;0;0;27;0;0;19;8;0;0;0;0;0;0;27;0;0;5;22;0;Sim;9;0;2;4;3;0;3;0;0;1;2;0;0;0;0;0;0;0;3;0;1;1;1;0;0;0;0;0;0;3;0;1;2;0;0;Não
5005004;1053;0;200;513;287;53;521;0;146;266;70;39;45;0;5;37;3;0;213;0;23;138;46;6;0;0;0;0;0;274;0;26;72;168;8;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5005103;536;1;159;136;134;106;398;1;127;104;82;84;0;0;0;0;0;0;24;0;4;5;15;0;0;0;0;0;0;114;0;28;27;37;22;Sim;4;0;0;2;2;0;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Não
5005152;408;0;65;113;111;119;238;0;40;49;84;65;0;0;0;0;0;0;34;0;0;24;5;5;18;0;6;12;0;118;0;25;34;10;49;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5005202;1070;0;106;492;454;18;813;0;100;359;336;18;0;0;0;0;0;0;75;0;5;50;20;0;50;0;50;0;0;132;0;1;33;98;0;Sim;18;0;0;9;8;1;12;0;0;5;6;1;0;0;0;0;0;0;6;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;Não
5005251;423;0;141;151;79;52;230;0;68;69;52;41;0;0;0;0;0;0;59;0;14;29;15;1;0;0;0;0;0;134;0;59;53;12;10;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5005400;1770;0;604;354;656;156;1006;0;340;193;372;101;76;0;76;0;0;0;80;0;0;32;48;0;0;0;0;0;0;608;0;188;129;236;55;Sim;31;0;2;18;10;1;25;0;2;15;7;1;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;3;0;0;3;0;0;Não
5005608;1433;19;416;615;378;5;663;0;172;304;182;5;52;0;21;28;3;0;95;0;18;34;43;0;0;0;0;0;0;623;19;205;249;150;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5005681;648;110;69;209;141;119;446;83;50;144;83;86;0;0;0;0;0;0;98;22;11;38;26;1;0;0;0;0;0;104;5;8;27;32;32;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim
5005707;2363;0;509;871;982;1;2040;0;469;623;948;0;0;0;0;0;0;0;50;0;3;17;29;1;268;37;231;0;0;5;0;0;0;5;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim
5005806;556;0;123;254;179;0;353;0;100;123;130;0;45;0;5;36;4;0;39;0;1;17;21;0;0;0;0;0;0;119;0;17;78;24;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5006002;1284;0;329;442;513;0;879;0;300;294;285;0;0;0;0;0;0;0;95;0;16;49;30;0;0;0;0;0;0;310;0;13;99;198;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5006200;1920;0;568;608;613;131;1523;0;475;459;467;122;55;0;24;17;10;4;89;0;15;41;30;3;51;0;51;0;0;202;0;54;40;106;2;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5006259;307;0;77;68;79;83;214;0;67;37;49;61;0;0;0;0;0;0;33;0;3;12;14;4;0;0;0;0;0;60;0;7;19;16;18;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5006275;353;0;80;94;179;0;141;0;26;40;75;0;0;0;0;0;0;0;83;0;18;29;36;0;4;0;3;1;0;125;0;36;22;67;0;Sim;8;0;1;6;1;0;4;0;0;3;1;0;1;0;1;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;Não
5006309;1607;70;58;737;675;67;1036;63;40;548;336;49;0;0;0;0;0;0;127;7;5;44;69;2;177;0;6;171;0;267;0;13;139;99;16;Sim;7;0;0;2;5;0;6;0;0;2;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Não
5006358;728;-1;-1;-1;-1;-1;496;-1;-1;-1;-1;-1;0;0;0;0;0;0;24;-1;-1;-1;-1;-1;0;0;0;0;0;208;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5006408;454;61;33;116;149;95;342;61;31;86;89;75;0;0;0;0;0;0;16;0;2;8;6;0;0;0;0;0;0;96;0;0;22;54;20;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5006606;3400;0;476;1195;1295;434;1846;0;289;638;618;301;0;0;0;0;0;0;216;0;0;7;195;14;0;0;0;0;0;1338;0;187;550;482;119;Sim;10;0;0;0;2;8;8;0;0;0;2;6;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;Não
5006903;1018;0;195;367;327;129;549;0;123;215;82;129;0;0;0;0;0;0;95;0;24;51;20;0;0;0;0;0;0;374;0;48;101;225;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5007109;1413;0;222;536;528;127;718;0;165;220;206;127;46;0;12;33;1;0;97;0;9;51;37;0;112;0;112;0;0;440;0;36;120;284;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5007208;1445;81;127;430;459;348;1106;72;116;376;275;267;0;0;0;0;0;0;52;6;6;20;19;1;50;0;20;30;0;237;3;5;14;135;80;Sim;18;0;0;1;16;1;3;0;0;1;2;0;0;0;0;0;0;0;15;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;Não
5007307;384;25;82;153;94;30;211;15;45;90;41;20;0;0;0;0;0;0;46;0;14;21;11;0;0;0;0;0;0;127;10;23;42;42;10;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Sim
5007406;926;2;302;256;266;100;638;2;230;181;163;62;0;0;0;0;0;0;59;0;7;19;32;1;0;0;0;0;0;229;0;65;56;71;37;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5007505;325;0;73;64;130;58;248;0;55;35;100;58;0;0;0;0;0;0;31;0;0;24;7;0;1;0;1;0;0;45;0;18;4;23;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5007554;535;0;149;215;96;75;444;0;132;167;76;69;0;0;0;0;0;0;64;0;15;40;9;0;0;0;0;0;0;27;0;2;8;11;6;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5007695;876;0;247;273;224;132;650;0;161;191;166;132;0;0;0;0;0;0;95;0;25;34;36;0;43;21;22;0;0;88;0;40;26;22;0;Sim;243;9;46;129;56;3;57;9;9;25;11;3;137;0;34;69;34;0;22;0;1;12;9;0;0;0;0;0;0;27;0;2;23;2;0;Não
5007703;394;26;71;178;119;0;277;25;55;101;96;0;0;0;0;0;0;0;31;0;2;17;12;0;0;0;0;0;0;86;1;14;60;11;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5007802;670;10;184;219;135;122;351;9;123;114;72;33;0;0;0;0;0;0;140;1;46;67;24;2;0;0;0;0;0;179;0;15;38;39;87;Sim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Não
5007901;2556;0;376;878;1256;46;1184;0;290;318;557;19;0;0;0;0;0;0;160;0;11;70;52;27;121;0;121;0;0;1091;0;75;369;647;0;Sim;5;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;0;0;0;0;0;0;0;2;0;1;1;0;0;Não
5007935;710;0;174;234;187;115;379;0;117;106;45;111;0;0;0;0;0;0;115;0;14;71;26;4;11;1;10;0;0;205;0;42;47;116;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5007950;609;-1;-1;-1;-1;-1;315;-1;-1;-1;-1;-1;0;0;0;0;0;0;21;-1;-1;-1;-1;-1;0;0;0;0;0;273;-1;-1;-1;-1;-1;Sim;2;0;0;2;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Não
5007976;392;0;139;112;67;74;296;0;131;73;50;42;0;0;0;0;0;0;46;0;7;33;5;1;0;0;0;0;0;50;0;1;6;12;31;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5008008;910;0;121;417;283;89;573;0;115;261;108;89;0;0;0;0;0;0;45;0;1;19;25;0;107;0;107;0;0;185;0;5;30;150;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5008305;4740;12;456;1763;2436;73;2290;12;166;815;1246;51;68;0;6;55;7;0;1184;0;277;424;479;4;386;0;386;0;0;812;0;7;83;704;18;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5008404;310;1;54;81;140;34;207;1;38;42;92;34;0;0;0;0;0;0;37;0;5;16;16;0;0;0;0;0;0;66;0;11;23;32;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5100102;184;0;0;96;88;0;137;0;0;72;65;0;0;0;0;0;0;0;13;0;0;0;13;0;0;0;0;0;0;34;0;0;24;10;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5100201;842;0;96;358;386;2;480;0;62;172;244;2;304;0;26;163;115;0;53;0;3;23;27;0;0;0;0;0;0;5;0;5;0;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5100250;1687;0;837;371;479;0;990;0;634;140;216;0;2;0;0;1;1;0;78;0;0;51;27;0;0;0;0;0;0;617;0;203;179;235;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5100300;786;7;108;315;261;95;669;6;91;263;220;89;0;0;0;0;0;0;48;1;8;17;16;6;20;0;5;15;0;49;0;9;30;10;0;Sim;3;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Não
5100359;319;0;96;113;81;29;221;0;67;96;39;19;0;0;0;0;0;0;23;0;3;12;8;0;0;0;0;0;0;75;0;26;5;34;10;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5100409;474;0;84;152;158;80;325;0;82;96;85;62;0;0;0;0;0;0;34;0;0;17;15;2;0;0;0;0;0;115;0;2;39;58;16;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5100508;435;-1;-1;-1;-1;-1;214;-1;-1;-1;-1;-1;90;-1;-1;-1;-1;-1;61;-1;-1;-1;-1;-1;0;0;0;0;0;70;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5100607;584;-1;-1;-1;-1;-1;453;-1;-1;-1;-1;-1;0;0;0;0;0;0;44;-1;-1;-1;-1;-1;0;0;0;0;0;87;-1;-1;-1;-1;-1;Sim;30;0;9;17;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;0;19;0;9;6;2;2;Não
5100805;327;1;87;141;39;59;221;0;56;87;19;59;0;0;0;0;0;0;55;1;20;28;6;0;0;0;0;0;0;51;0;11;26;14;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5101001;270;0;58;132;80;0;200;0;58;92;50;0;0;0;0;0;0;0;43;0;0;31;12;0;0;0;0;0;0;27;0;0;9;18;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5101209;175;0;35;93;26;21;151;0;30;80;20;21;0;0;0;0;0;0;19;0;5;10;4;0;0;0;0;0;0;5;0;0;3;2;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5101258;523;-1;-1;-1;-1;-1;392;-1;-1;-1;-1;-1;0;0;0;0;0;0;23;-1;-1;-1;-1;-1;62;-1;-1;-1;-1;46;-1;-1;-1;-1;-1;Sim;4;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Não
5101308;287;-1;-1;-1;-1;-1;163;-1;-1;-1;-1;-1;60;-1;-1;-1;-1;-1;19;-1;-1;-1;-1;-1;0;0;0;0;0;45;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5101407;974;0;41;465;334;134;565;0;37;133;261;134;0;0;0;0;0;0;69;0;3;47;19;0;0;0;0;0;0;340;0;1;285;54;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5101605;284;10;73;121;80;0;187;10;38;71;68;0;0;0;0;0;0;0;15;0;3;10;2;0;0;0;0;0;0;82;0;32;40;10;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5101704;920;0;130;355;249;186;552;0;-1;-1;-1;-1;0;0;0;0;0;0;96;0;-1;-1;-1;-1;0;0;0;0;0;272;0;-1;-1;-1;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5101803;2553;0;347;1216;988;2;1557;0;204;724;628;1;13;0;3;8;2;0;173;0;11;88;73;1;0;0;0;0;0;810;0;129;396;285;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5101852;336;1;27;192;82;34;200;0;11;100;55;34;0;0;0;0;0;0;30;0;3;18;9;0;0;0;0;0;0;106;1;13;74;18;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5101902;665;8;153;300;118;86;551;8;139;247;73;84;0;0;0;0;0;0;38;0;2;16;18;2;0;0;0;0;0;76;0;12;37;27;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5102504;2329;49;146;1065;1065;4;1678;49;103;707;815;4;82;0;4;74;4;0;54;0;5;15;34;0;89;0;89;0;0;426;0;34;180;212;0;Sim;27;0;1;15;9;2;9;0;1;3;3;2;0;0;0;0;0;0;11;0;0;5;6;0;7;0;7;0;0;0;0;0;0;0;0;Não
5102603;666;0;229;264;64;109;341;0;31;176;25;109;280;0;190;60;30;0;45;0;8;28;9;0;0;0;0;0;0;0;0;0;0;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5102637;984;29;138;365;278;174;668;29;114;226;125;174;0;0;0;0;0;0;88;0;7;42;39;0;0;0;0;0;0;228;0;17;97;114;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5102678;1341;0;141;500;540;160;697;0;125;242;171;159;0;0;0;0;0;0;247;0;15;149;82;1;182;0;56;126;0;215;0;1;53;161;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5102686;581;0;55;257;216;53;449;0;37;208;152;52;25;0;0;0;25;0;65;0;18;23;23;1;0;0;0;0;0;42;0;0;26;16;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5102694;231;-1;-1;-1;-1;-1;150;-1;-1;-1;-1;-1;35;-1;-1;-1;-1;-1;43;-1;-1;-1;-1;-1;0;0;0;0;0;3;-1;-1;-1;-1;-1;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
5102702;713;2;93;366;252;0;506;1;80;282;143;0;139;1;10;51;77;0;68;0;3;33;32;0;0;0;0;0;0;0;0;0;0;0;0;Não;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Não
